All Whiskers,,,,,,Bridged Whiskers,,,,,,,,Critical Bridged Whiskers,,,,,,,,Simulation Inputs,
Whisker #,Length (um),Width (um),Resistance (ohm),Iteration,,Whisker #,Length (um),Diameter (um),Resistance (ohm),Iteration,Conductor 1,Conductor 2,,Whisker #,Length (um),Diameter (um),Resistance (ohm),Iteration,Conductor 1,Conductor 2,,Parameter,Value
13,2780.671,49.21544,0.1593248,3,,,,,,,,,,,,,,,,,,,
14,1981.402,82.44659,0.04045422,3,,,,,,,,,,,,,,,,,,,
15,2416.51,77.40167,0.05597891,3,,,,,,,,,,,,,,,,,,,
16,2935.88,28.952,0.4860913,3,,,,,,,,,,,,,,,,,,,
17,2131.97,-100.17,0.02948778,3,,,,,,,,,,,,,,,,,,,
18,2022.108,30.69879,0.297782,3,,,,,,,,,,,,,,,,,,,
19,-612.499,-10.02569,-0.845694,3,,,,,,,,,,,,,,,,,,,
20,1221.642,20.52038,0.4026335,3,,,,,,,,,,,,,,,,,,,
21,1077.858,11.07355,1.2199,3,,,,,,,,,,,,,,,,,,,
22,2181.725,1.580048,121.2819,3,,,,,,,,,,,,,,,,,,,
23,2430.238,38.20277,0.2310977,3,,,,,,,,,,,,,,,,,,,
24,2138.63,11.71438,2.162887,3,,,,,,,,,,,,,,,,,,,
25,1127.906,92.51736,0.01828787,3,,,,,,,,,,,,,,,,,,,
26,3991.133,16.9216,1.934416,3,,,,,,,,,,,,,,,,,,,
27,-457.0962,28.0413,-0.08067666,3,,,,,,,,,,,,,,,,,,,
28,-44.45105,66.04922,-0.00141411,3,,,,,,,,,,,,,,,,,,,
29,1486.606,112.276,0.01636662,3,,,,,,,,,,,,,,,,,,,
30,1676.037,-11.62316,1.721756,3,,,,,,,,,,,,,,,,,,,
31,2244.702,5.202374,11.51045,3,,,,,,,,,,,,,,,,,,,
32,520.0646,53.9888,0.02476204,3,,,,,,,,,,,,,,,,,,,
33,1916.754,-61.70111,0.06987422,3,,,,,,,,,,,,,,,,,,,
34,-186.4897,66.97759,-0.005769424,3,,,,,,,,,,,,,,,,,,,
35,170.5859,41.32592,0.01386229,3,,,,,,,,,,,,,,,,,,,
36,4002.373,139.529,0.02853154,3,,,,,,,,,,,,,,,,,,,
37,-439.2559,52.69611,-0.02195316,3,,,,,,,,,,,,,,,,,,,
38,3762.625,40.25737,0.3222083,3,,,,,,,,,,,,,,,,,,,
39,1149.621,3.083218,16.78351,3,,,,,,,,,,,,,,,,,,,
40,3485.716,46.25342,0.226121,3,,,,,,,,,,,,,,,,,,,
41,1577.124,95.34427,0.0240776,3,,,,,,,,,,,,,,,,,,,
42,3017.175,21.33538,0.9198909,3,,,,,,,,,,,,,,,,,,,
43,601.0228,57.31181,0.02539448,3,,,,,,,,,,,,,,,,,,,
44,1997.04,98.29478,0.0286855,3,,,,,,,,,,,,,,,,,,,
45,1847.736,93.77521,0.02916087,3,,,,,,,,,,,,,,,,,,,
46,1987.196,87.63127,0.03591361,3,,,,,,,,,,,,,,,,,,,
47,981.9841,15.32952,0.5799408,3,,,,,,,,,,,,,,,,,,,
48,2422.913,-11.42917,2.574217,3,,,,,,,,,,,,,,,,,,,
49,3319.057,39.24965,0.2990059,3,,,,,,,,,,,,,,,,,,,
50,2486.106,103.32,0.0323212,3,,,,,,,,,,,,,,,,,,,
51,693.2644,50.90648,0.03712697,3,,,,,,,,,,,,,,,,,,,
52,997.5225,53.28509,0.04875823,3,,,,,,,,,,,,,,,,,,,
53,3107.605,84.10415,0.06097161,3,,,,,,,,,,,,,,,,,,,
54,2330.07,134.2394,0.01794508,3,,,,,,,,,,,,,,,,,,,
55,1674.08,23.31192,0.4275203,3,,,,,,,,,,,,,,,,,,,
56,1409.053,27.31993,0.2620022,3,,,,,,,,,,,,,,,,,,,
57,2831.015,9.187359,4.654762,3,,,,,,,,,,,,,,,,,,,
58,2073.699,65.47633,0.06712955,3,,,,,,,,,,,,,,,,,,,
59,2078.969,15.93587,1.136143,3,,,,,,,,,,,,,,,,,,,
60,1540.645,78.12896,0.03502797,3,,,,,,,,,,,,,,,,,,,
61,3096.823,55.20814,0.1410089,3,,,,,,,,,,,,,,,,,,,
62,3669.238,47.42079,0.2264514,3,,,,,,,,,,,,,,,,,,,
63,2567.692,-15.54753,1.474201,3,,,,,,,,,,,,,,,,,,,
64,1644.225,25.20367,0.359228,3,,,,,,,,,,,,,,,,,,,
65,2052.41,18.93211,0.7946987,3,,,,,,,,,,,,,,,,,,,
66,1001.864,67.21748,0.0307738,3,,,,,,,,,,,,,,,,,,,
67,2625.551,-19.44956,0.9632465,3,,,,,,,,,,,,,,,,,,,
68,2673.972,31.22614,0.3805895,3,,,,,,,,,,,,,,,,,,,
69,3234.102,95.22588,0.04949716,3,,,,,,,,,,,,,,,,,,,
70,2807.992,158.6501,0.01548289,3,,,,,,,,,,,,,,,,,,,
71,3175.595,21.74066,0.9324302,3,,,,,,,,,,,,,,,,,,,
72,1021.34,43.11755,0.0762428,3,,,,,,,,,,,,,,,,,,,
73,2410.672,37.82105,0.2338878,3,,,,,,,,,,,,,,,,,,,
74,1206.66,98.91679,0.01711519,3,,,,,,,,,,,,,,,,,,,
75,685.8691,67.6393,0.02080557,3,,,,,,,,,,,,,,,,,,,
76,2340.756,47.48956,0.1440444,3,,,,,,,,,,,,,,,,,,,
77,3425.04,110.3153,0.03905983,3,,,,,,,,,,,,,,,,,,,
78,3142.215,21.0298,0.9860574,3,,,,,,,,,,,,,,,,,,,
79,2737.872,23.52769,0.6864223,3,,,,,,,,,,,,,,,,,,,
80,3814.696,121.5559,0.03582981,3,,,,,,,,,,,,,,,,,,,
81,1572.318,82.08094,0.03238861,3,,,,,,,,,,,,,,,,,,,
82,2069.319,-17.93845,0.8924707,3,,,,,,,,,,,,,,,,,,,
83,3534.66,20.8174,1.13196,3,,,,,,,,,,,,,,,,,,,
84,3581.333,-77.0268,0.08377175,3,,,,,,,,,,,,,,,,,,,
85,2335.785,129.5337,0.01931987,3,,,,,,,,,,,,,,,,,,,
86,1251.998,47.65014,0.07652652,3,,,,,,,,,,,,,,,,,,,
87,1459.682,55.97017,0.06466683,3,,,,,,,,,,,,,,,,,,,
88,3415.743,35.30611,0.3802962,3,,,,,,,,,,,,,,,,,,,
89,444.4762,65.91885,0.014196,3,,,,,,,,,,,,,,,,,,,
90,1230.262,98.36263,0.01764712,3,,,,,,,,,,,,,,,,,,,
91,2597.472,78.18913,0.05896504,3,,,,,,,,,,,,,,,,,,,
92,1044.43,33.70593,0.1275861,3,,,,,,,,,,,,,,,,,,,
93,2573.06,27.22166,0.4819003,3,,,,,,,,,,,,,,,,,,,
94,1734.939,-32.36901,0.2298063,3,,,,,,,,,,,,,,,,,,,
95,1365.016,87.4063,0.02479642,3,,,,,,,,,,,,,,,,,,,
96,2212.22,47.37598,0.1367881,3,,,,,,,,,,,,,,,,,,,
97,3746.703,38.36638,0.3532517,3,,,,,,,,,,,,,,,,,,,
98,1986.824,31.39468,0.2797589,3,,,,,,,,,,,,,,,,,,,
99,1124.255,60.40694,0.04275902,3,,,,,,,,,,,,,,,,,,,
100,3727.686,86.53778,0.06908192,3,,,,,,,,,,,,,,,,,,,
101,3204.333,10.31519,4.179459,3,,,,,,,,,,,,,,,,,,,
102,716.9387,61.45694,0.0263437,3,,,,,,,,,,,,,,,,,,,
103,1458.538,57.84642,0.06049249,3,,,,,,,,,,,,,,,,,,,
104,1787.451,81.74677,0.03712185,3,,,,,,,,,,,,,,,,,,,
105,1492.909,29.91921,0.2314566,3,,,,,,,,,,,,,,,,,,,
106,1422.097,33.23212,0.1787104,3,,,,,,,,,,,,,,,,,,,
107,2050.449,5.490868,9.438516,3,,,,,,,,,,,,,,,,,,,
108,1561.541,32.84547,0.200881,3,,,,,,,,,,,,,,,,,,,
109,1419.881,72.84976,0.03713064,3,,,,,,,,,,,,,,,,,,,
110,644.775,23.81569,0.1577678,3,,,,,,,,,,,,,,,,,,,
111,2187.235,39.18285,0.1977151,3,,,,,,,,,,,,,,,,,,,
112,2247.502,45.80154,0.1486882,3,,,,,,,,,,,,,,,,,,,
113,5433.031,32.91992,0.695763,3,,,,,,,,,,,,,,,,,,,
114,2090.158,153.4617,0.01231731,3,,,,,,,,,,,,,,,,,,,
115,1380.951,40.64877,0.1159899,3,,,,,,,,,,,,,,,,,,,
116,3476.711,-9.29583,5.583788,3,,,,,,,,,,,,,,,,,,,
117,785.0587,58.52271,0.03181192,3,,,,,,,,,,,,,,,,,,,
118,2920.724,44.74659,0.2024451,3,,,,,,,,,,,,,,,,,,,
119,1417.322,62.86757,0.0497682,3,,,,,,,,,,,,,,,,,,,
120,1248.901,44.01504,0.08946692,3,,,,,,,,,,,,,,,,,,,
121,3070.369,-6.808979,9.19101,3,,,,,,,,,,,,,,,,,,,
122,3469.399,62.46456,0.1234023,3,,,,,,,,,,,,,,,,,,,
123,296.5916,30.3183,0.04478016,3,,,,,,,,,,,,,,,,,,,
124,2234.262,57.28701,0.09448405,3,,,,,,,,,,,,,,,,,,,
125,1355.102,147.9358,0.008593342,3,,,,,,,,,,,,,,,,,,,
126,1949.526,46.51031,0.125074,3,,,,,,,,,,,,,,,,,,,
127,2242.311,-8.667252,4.142569,3,,,,,,,,,,,,,,,,,,,
128,684.4169,72.8126,0.01791613,3,,,,,,,,,,,,,,,,,,,
129,985.6086,88.17087,0.01759506,3,,,,,,,,,,,,,,,,,,,
130,1147.815,5.853985,4.648421,3,,,,,,,,,,,,,,,,,,,
131,2886.362,76.31656,0.06877805,3,,,,,,,,,,,,,,,,,,,
132,2390.095,78.97345,0.05318504,3,,,,,,,,,,,,,,,,,,,
133,1982.653,27.63227,0.3603714,3,,,,,,,,,,,,,,,,,,,
134,146.5406,-7.885163,0.3270946,3,,,,,,,,,,,,,,,,,,,
135,2983.611,85.35118,0.05684075,3,,,,,,,,,,,,,,,,,,,
136,3990.152,66.09294,0.1267698,3,,,,,,,,,,,,,,,,,,,
137,2036.512,159.0347,0.01117481,3,,,,,,,,,,,,,,,,,,,
138,2567.534,22.17963,0.7243426,3,,,,,,,,,,,,,,,,,,,
139,866.2737,61.97502,0.03130101,3,,,,,,,,,,,,,,,,,,,
140,3101.48,71.27478,0.08472933,3,,,,,,,,,,,,,,,,,,,
141,2881.964,61.80391,0.1047112,3,,,,,,,,,,,,,,,,,,,
142,1330.832,53.805,0.06379909,3,,,,,,,,,,,,,,,,,,,
143,291.6489,104.8279,0.003683354,3,,,,,,,,,,,,,,,,,,,
144,710.689,62.12263,0.02555739,3,,,,,,,,,,,,,,,,,,,
145,1301.45,-19.62569,0.468937,3,,,,,,,,,,,,,,,,,,,
146,1581.456,101.9615,0.02111158,3,,,,,,,,,,,,,,,,,,,
147,1402.52,-29.26071,0.2273399,3,,,,,,,,,,,,,,,,,,,
148,993.0715,47.36599,0.06143047,3,,,,,,,,,,,,,,,,,,,
149,1515.33,53.41596,0.07370582,3,,,,,,,,,,,,,,,,,,,
150,2271.278,-4.811703,13.61474,3,,,,,,,,,,,,,,,,,,,
1,1680.544,63.83565,0.05723477,4,,,,,,,,,,,,,,,,,,,
2,3978.253,16.13293,2.121303,4,,,,,,,,,,,,,,,,,,,
3,4252.08,112.5044,0.04662286,4,,,,,,,,,,,,,,,,,,,
4,3306.285,85.5779,0.06265471,4,,,,,,,,,,,,,,,,,,,
5,1559.262,21.66611,0.4609924,4,,,,,,,,,,,,,,,,,,,
6,1887.516,60.07872,0.0725748,4,,,,,,,,,,,,,,,,,,,
7,1649.238,31.8905,0.2250594,4,,,,,,,,,,,,,,,,,,,
8,1782.807,82.21479,0.03660505,4,,,,,,,,,,,,,,,,,,,
9,3466.322,74.54391,0.08657272,4,,,,,,,,,,,,,,,,,,,
10,1795.958,65.05063,0.05890195,4,,,,,,,,,,,,,,,,,,,
11,2095.052,-27.44283,0.3860768,4,,,,,,,,,,,,,,,,,,,
12,1045.295,61.72451,0.03807677,4,,,,,,,,,,,,,,,,,,,
13,2333.685,-2.263981,63.18782,4,,,,,,,,,,,,,,,,,,,
14,2104.042,92.43387,0.03417658,4,,,,,,,,,,,,,,,,,,,
15,-616.51,7.154964,-1.671328,4,,,,,,,,,,,,,,,,,,,
16,2044.567,125.3764,0.01805122,4,,,,,,,,,,,,,,,,,,,
17,4051.519,27.6545,0.7352291,4,,,,,,,,,,,,,,,,,,,
18,2004.433,120.9936,0.01900219,4,,,,,,,,,,,,,,,,,,,
19,1382.941,63.11221,0.04818518,4,,,,,,,,,,,,,,,,,,,
20,1646.035,43.88671,0.1186069,4,,,,,,,,,,,,,,,,,,,
21,2392.086,60.34258,0.09117289,4,,,,,,,,,,,,,,,,,,,
22,1500.35,126.5187,0.01300828,4,,,,,,,,,,,,,,,,,,,
23,3039.17,87.36158,0.05526507,4,,,,,,,,,,,,,,,,,,,
24,2194.88,80.15074,0.04741681,4,,,,,,,,,,,,,,,,,,,
25,1480.081,91.19971,0.02469648,4,,,,,,,,,,,,,,,,,,,
26,3581.894,25.79395,0.7471601,4,,,,,,,,,,,,,,,,,,,
27,1566.184,-2.819321,27.34579,4,,,,,,,,,,,,,,,,,,,
28,2496.144,78.91646,0.05562514,4,,,,,,,,,,,,,,,,,,,
29,4757.137,53.22974,0.2330094,4,,,,,,,,,,,,,,,,,,,
30,2466.369,78.88869,0.05500031,4,,,,,,,,,,,,,,,,,,,
31,1400.974,76.9386,0.03284567,4,,,,,,,,,,,,,,,,,,,
32,415.0304,55.81989,0.01848581,4,,,,,,,,,,,,,,,,,,,
33,2682.662,2.181164,78.25751,4,,,,,,,,,,,,,,,,,,,
34,3342.95,20.35222,1.120064,4,,,,,,,,,,,,,,,,,,,
35,3439.37,54.93989,0.1581393,4,,,,,,,,,,,,,,,,,,,
36,1140.823,-19.21014,0.4290364,4,,,,,,,,,,,,,,,,,,,
37,2924.589,-38.84251,0.2690214,4,,,,,,,,,,,,,,,,,,,
38,2470.934,84.30021,0.0482548,4,,,,,,,,,,,,,,,,,,,
39,3189.405,44.38243,0.2247109,4,,,,,,,,,,,,,,,,,,,
40,2424.9,8.108692,5.118337,4,,,,,,,,,,,,,,,,,,,
41,2662.41,78.88637,0.05937554,4,,,,,,,,,,,,,,,,,,,
42,3728.534,42.6394,0.2846116,4,,,,,,,,,,,,,,,,,,,
43,-315.4805,40.90085,-0.02617245,4,,,,,,,,,,,,,,,,,,,
44,2578.752,91.14352,0.04308188,4,,,,,,,,,,,,,,,,,,,
45,2106.601,89.78911,0.03626365,4,,,,,,,,,,,,,,,,,,,
46,2625.148,89.1599,0.04583015,4,,,,,,,,,,,,,,,,,,,
47,3806.774,19.85648,1.339952,4,,,,,,,,,,,,,,,,,,,
48,1282.932,18.87075,0.4999903,4,,,,,,,,,,,,,,,,,,,
49,1946.725,30.34285,0.2934461,4,,,,,,,,,,,,,,,,,,,
50,601.3793,93.793,0.009487334,4,,,,,,,,,,,,,,,,,,,
51,3080.597,89.05113,0.05391288,4,,,,,,,,,,,,,,,,,,,
52,3421.483,41.55242,0.2750162,4,,,,,,,,,,,,,,,,,,,
53,1632.26,24.06878,0.391037,4,,,,,,,,,,,,,,,,,,,
54,1117.616,42.73648,0.08492427,4,,,,,,,,,,,,,,,,,,,
55,294.2061,16.43373,0.1511875,4,,,,,,,,,,,,,,,,,,,
56,2069.322,-20.0836,0.7120029,4,,,,,,,,,,,,,,,,,,,
57,1617.098,99.48492,0.02267559,4,,,,,,,,,,,,,,,,,,,
58,2843.247,48.38421,0.1685559,4,,,,,,,,,,,,,,,,,,,
59,1844.361,0.0208931,586376.9,4,,,,,,,,,,,,,,,,,,,
60,1489.369,69.99854,0.04218528,4,,,,,,,,,,,,,,,,,,,
61,2047.396,109.3274,0.02377281,4,,,,,,,,,,,,,,,,,,,
62,856.3024,55.31843,0.03883507,4,,,,,,,,,,,,,,,,,,,
63,794.7603,101.459,0.01071499,4,,,,,,,,,,,,,,,,,,,
64,4222.389,88.01183,0.07565066,4,,,,,,,,,,,,,,,,,,,
65,2385.734,25.71267,0.5007998,4,,,,,,,,,,,,,,,,,,,
66,2914.923,104.111,0.03732245,4,,,,,,,,,,,,,,,,,,,
67,1014.084,48.6008,0.05958316,4,,,,,,,,,,,,,,,,,,,
68,1297.245,122.3286,0.01203103,4,,,,,,,,,,,,,,,,,,,
69,1755.392,-29.37061,0.2824129,4,,,,,,,,,,,,,,,,,,,
70,687.8344,25.10109,0.1515079,4,,,,,,,,,,,,,,,,,,,
71,2807.046,39.76953,0.2463118,4,,,,,,,,,,,,,,,,,,,
72,2479.083,36.96412,0.2518066,4,,,,,,,,,,,,,,,,,,,
73,1645.154,13.92386,1.177671,4,,,,,,,,,,,,,,,,,,,
74,3630.228,63.03484,0.1267971,4,,,,,,,,,,,,,,,,,,,
75,3083.764,-19.28278,1.151009,4,,,,,,,,,,,,,,,,,,,
76,2157.448,54.39218,0.1012055,4,,,,,,,,,,,,,,,,,,,
77,2115.143,4.271473,16.0887,4,,,,,,,,,,,,,,,,,,,
78,2291.628,-23.92167,0.5557734,4,,,,,,,,,,,,,,,,,,,
79,2745.729,57.33182,0.1159319,4,,,,,,,,,,,,,,,,,,,
80,2918.302,24.60712,0.6688752,4,,,,,,,,,,,,,,,,,,,
81,2928.881,83.50536,0.05829208,4,,,,,,,,,,,,,,,,,,,
82,3336.844,147.256,0.02135632,4,,,,,,,,,,,,,,,,,,,
83,868.0547,28.97507,0.1434943,4,,,,,,,,,,,,,,,,,,,
84,1779.609,134.9326,0.01356523,4,,,,,,,,,,,,,,,,,,,
85,2393.546,103.1631,0.03121258,4,,,,,,,,,,,,,,,,,,,
86,1264.053,34.29238,0.1491787,4,,,,,,,,,,,,,,,,,,,
87,2830.127,44.70942,0.1964918,4,,,,,,,,,,,,,,,,,,,
88,2465.618,56.96032,0.1054672,4,,,,,,,,,,,,,,,,,,,
89,2728.892,83.69073,0.05407146,4,,,,,,,,,,,,,,,,,,,
90,3058.963,60.75393,0.115017,4,,,,,,,,,,,,,,,,,,,
91,-200.3599,68.03673,-0.006007039,4,,,,,,,,,,,,,,,,,,,
92,2707.027,27.96105,0.4805318,4,,,,,,,,,,,,,,,,,,,
93,1466.392,17.24683,0.6841766,4,,,,,,,,,,,,,,,,,,,
94,2426.532,110.9629,0.02735063,4,,,,,,,,,,,,,,,,,,,
95,2847.63,30.35496,0.4289047,4,,,,,,,,,,,,,,,,,,,
96,248.9569,90.15699,0.004250715,4,,,,,,,,,,,,,,,,,,,
97,1684.451,67.58086,0.05118558,4,,,,,,,,,,,,,,,,,,,
98,1645.217,13.17101,1.316198,4,,,,,,,,,,,,,,,,,,,
99,2514.637,-5.460712,11.70343,4,,,,,,,,,,,,,,,,,,,
100,2487.347,14.01743,1.756856,4,,,,,,,,,,,,,,,,,,,
101,2728.102,54.95022,0.1253887,4,,,,,,,,,,,,,,,,,,,
102,-976.571,111.3135,-0.01093818,4,,,,,,,,,,,,,,,,,,,
103,1316.043,90.45609,0.0223219,4,,,,,,,,,,,,,,,,,,,
104,2587.777,92.53256,0.04194443,4,,,,,,,,,,,,,,,,,,,
105,2140.588,40.77325,0.1786977,4,,,,,,,,,,,,,,,,,,,
106,676.7826,43.85093,0.0488459,4,,,,,,,,,,,,,,,,,,,
107,1263.262,98.05745,0.01823344,4,,,,,,,,,,,,,,,,,,,
108,3254.181,40.33629,0.2775789,4,,,,,,,,,,,,,,,,,,,
109,1805.965,9.240196,2.93551,4,,,,,,,,,,,,,,,,,,,
110,-72.57983,69.09884,-0.002109653,4,,,,,,,,,,,,,,,,,,,
111,2188.668,38.34565,0.2065781,4,,,,,,,,,,,,,,,,,,,
112,1744.803,2.885288,29.08739,4,,,,,,,,,,,,,,,,,,,
113,2812.566,31.35064,0.3971428,4,,,,,,,,,,,,,,,,,,,
114,2029.189,18.71587,0.8039681,4,,,,,,,,,,,,,,,,,,,
115,1621.261,17.80172,0.7100115,4,,,,,,,,,,,,,,,,,,,
116,2765.608,99.93739,0.03843007,4,,,,,,,,,,,,,,,,,,,
117,1450.958,24.99967,0.3221981,4,,,,,,,,,,,,,,,,,,,
118,2824.429,76.94057,0.06621502,4,,,,,,,,,,,,,,,,,,,
119,741.1311,-5.484402,3.419583,4,,,,,,,,,,,,,,,,,,,
120,2090.517,118.8838,0.02052793,4,,,,,,,,,,,,,,,,,,,
121,4597.77,162.7374,0.02409402,4,,,,,,,,,,,,,,,,,,,
122,2851.73,10.29614,3.733328,4,,,,,,,,,,,,,,,,,,,
123,1281.365,38.50378,0.1199506,4,,,,,,,,,,,,,,,,,,,
124,2245.441,85.46368,0.04266533,4,,,,,,,,,,,,,,,,,,,
125,2581.076,16.63943,1.29378,4,,,,,,,,,,,,,,,,,,,
126,3544.972,34.8527,0.40502,4,,,,,,,,,,,,,,,,,,,
127,3151.592,26.0491,0.6445866,4,,,,,,,,,,,,,,,,,,,
128,1709.256,77.45001,0.03954583,4,,,,,,,,,,,,,,,,,,,
129,2187.313,57.96584,0.09034485,4,,,,,,,,,,,,,,,,,,,
130,2797.354,-0.1172791,28225.6,4,,,,,,,,,,,,,,,,,,,
131,1485.202,-54.8648,0.0684754,4,,,,,,,,,,,,,,,,,,,
132,2968.506,138.7201,0.02140898,4,,,,,,,,,,,,,,,,,,,
133,-207.0303,74.81693,-0.005132994,4,,,,,,,,,,,,,,,,,,,
134,1216.463,17.09948,0.5773901,4,,,,,,,,,,,,,,,,,,,
135,1730.289,35.74937,0.1878963,4,,,,,,,,,,,,,,,,,,,
136,1982.069,90.8651,0.03331663,4,,,,,,,,,,,,,,,,,,,
137,3744.052,-22.43729,1.032137,4,,,,,,,,,,,,,,,,,,,
138,3052.093,45.51945,0.2044279,4,,,,,,,,,,,,,,,,,,,
139,-386.668,107.3366,-0.004657785,4,,,,,,,,,,,,,,,,,,,
140,3327.476,23.63539,0.8266585,4,,,,,,,,,,,,,,,,,,,
141,2380.561,52.57598,0.1195202,4,,,,,,,,,,,,,,,,,,,
142,1869.966,69.91299,0.05309512,4,,,,,,,,,,,,,,,,,,,
143,3940.711,4.409985,28.12141,4,,,,,,,,,,,,,,,,,,,
144,1355.313,44.05562,0.0969111,4,,,,,,,,,,,,,,,,,,,
145,1775.398,39.46272,0.1582189,4,,,,,,,,,,,,,,,,,,,
146,2306.537,22.23511,0.6474686,4,,,,,,,,,,,,,,,,,,,
147,1550.231,81.18694,0.0326408,4,,,,,,,,,,,,,,,,,,,
148,3024.063,110.0149,0.03467565,4,,,,,,,,,,,,,,,,,,,
149,2814.066,102.5203,0.03715793,4,,,,,,,,,,,,,,,,,,,
150,1852.364,69.72728,0.05287585,4,,,,,,,,,,,,,,,,,,,
1,2758.461,33.48011,0.3415307,5,,,,,,,,,,,,,,,,,,,
2,3110.187,-14.47636,2.059701,5,,,,,,,,,,,,,,,,,,,
3,2264.832,-41.58686,0.1817441,5,,,,,,,,,,,,,,,,,,,
4,-7.470093,-12.31974,-0.006830614,5,,,,,,,,,,,,,,,,,,,
5,1806.385,-15.18559,1.087135,5,,,,,,,,,,,,,,,,,,,
6,1099.409,-51.63577,0.05722618,5,,,,,,,,,,,,,,,,,,,
7,2844.606,-1.114685,317.7271,5,,,,,,,,,,,,,,,,,,,
8,2829.73,63.72244,0.09671566,5,,,,,,,,,,,,,,,,,,,
9,2007.06,56.3977,0.08757382,5,,,,,,,,,,,,,,,,,,,
10,3262.301,46.10946,0.2129514,5,,,,,,,,,,,,,,,,,,,
11,296.9686,120.0451,0.002859948,5,,,,,,,,,,,,,,,,,,,
12,1769.12,-39.99908,0.1534595,5,,,,,,,,,,,,,,,,,,,
13,2144.731,86.35303,0.03991668,5,,,,,,,,,,,,,,,,,,,
14,3223.906,112.7329,0.03520606,5,,,,,,,,,,,,,,,,,,,
15,2042.793,-10.57221,2.536467,5,,,,,,,,,,,,,,,,,,,
16,3292.998,-17.86705,1.431602,5,,,,,,,,,,,,,,,,,,,
17,1817.243,68.39872,0.05390805,5,,,,,,,,,,,,,,,,,,,
18,291.9628,47.10544,0.01826089,5,,,,,,,,,,,,,,,,,,,
19,2100.259,26.92861,0.4019587,5,,,,,,,,,,,,,,,,,,,
20,3852.163,15.49429,2.226886,5,,,,,,,,,,,,,,,,,,,
21,2150.507,40.71985,0.179997,5,,,,,,,,,,,,,,,,,,,
22,1300.21,96.55223,0.01935644,5,,,,,,,,,,,,,,,,,,,
23,2570.505,104.6402,0.03258049,5,,,,,,,,,,,,,,,,,,,
24,2585.139,68.26872,0.07697982,5,,,,,,,,,,,,,,,,,,,
25,2942.664,-23.17331,0.7605034,5,,,,,,,,,,,,,,,,,,,
26,3329.08,154.7559,0.01929153,5,,,,,,,,,,,,,,,,,,,
27,2508.424,76.09864,0.06011513,5,,,,,,,,,,,,,,,,,,,
28,483.7372,81.18851,0.0101849,5,,,,,,,,,,,,,,,,,,,
29,2558.159,55.97453,0.1133139,5,,,,,,,,,,,,,,,,,,,
30,2194.635,93.96799,0.03449365,5,,,,,,,,,,,,,,,,,,,
31,3966.83,68.29901,0.1180189,5,,,,,,,,,,,,,,,,,,,
32,2778.885,-9.923096,3.916633,5,,,,,,,,,,,,,,,,,,,
33,4644.229,-35.69975,0.5057314,5,,,,,,,,,,,,,,,,,,,
34,1558.61,53.31926,0.07608619,5,,,,,,,,,,,,,,,,,,,
35,2167.628,-46.58961,0.1385936,5,,,,,,,,,,,,,,,,,,,
36,2984.037,-0.2452049,6887.83,5,,,,,,,,,,,,,,,,,,,
37,829.7001,88.35007,0.01475176,5,,,,,,,,,,,,,,,,,,,
38,3720.646,111.179,0.04177436,5,,,,,,,,,,,,,,,,,,,
39,2279.106,9.64542,3.399843,5,,,,,,,,,,,,,,,,,,,
40,1253.575,28.49862,0.2142098,5,,,,,,,,,,,,,,,,,,,
41,2545.49,47.04316,0.1596302,5,,,,,,,,,,,,,,,,,,,
42,1260.262,95.56052,0.01915315,5,,,,,,,,,,,,,,,,,,,
43,276.3806,81.73793,0.005741124,5,,,,,,,,,,,,,,,,,,,
44,1610.343,79.24006,0.03559307,5,,,,,,,,,,,,,,,,,,,
45,3110.601,59.15022,0.1233866,5,,,,,,,,,,,,,,,,,,,
46,1770.486,75.26325,0.04337737,5,,,,,,,,,,,,,,,,,,,
47,3587.865,28.14106,0.6287699,5,,,,,,,,,,,,,,,,,,,
48,1683.243,-5.503181,7.713575,5,,,,,,,,,,,,,,,,,,,
49,1560.81,-14.11905,1.086615,5,,,,,,,,,,,,,,,,,,,
50,3233.339,13.65527,2.406509,5,,,,,,,,,,,,,,,,,,,
51,2056.557,109.9615,0.02360459,5,,,,,,,,,,,,,,,,,,,
52,2924.729,50.04498,0.1620695,5,,,,,,,,,,,,,,,,,,,
53,3328.485,93.53149,0.05280408,5,,,,,,,,,,,,,,,,,,,
54,2534.309,133.417,0.01975941,5,,,,,,,,,,,,,,,,,,,
55,3191.236,-12.57379,2.801322,5,,,,,,,,,,,,,,,,,,,
56,2071.257,96.39624,0.03093501,5,,,,,,,,,,,,,,,,,,,
57,1660.994,64.3046,0.05574688,5,,,,,,,,,,,,,,,,,,,
58,1335.02,79.6492,0.02920528,5,,,,,,,,,,,,,,,,,,,
59,986.4094,71.55937,0.0267338,5,,,,,,,,,,,,,,,,,,,
60,1243.339,53.46499,0.06036527,5,,,,,,,,,,,,,,,,,,,
61,3230.731,78.97502,0.07188825,5,,,,,,,,,,,,,,,,,,,
62,1652.757,30.65329,0.2441133,5,,,,,,,,,,,,,,,,,,,
63,2402.618,59.00187,0.09578331,5,,,,,,,,,,,,,,,,,,,
64,1213.006,-24.87931,0.2719711,5,,,,,,,,,,,,,,,,,,,
65,1183.147,-9.707104,1.742593,5,,,,,,,,,,,,,,,,,,,
66,2325.034,64.63977,0.0772265,5,,,,,,,,,,,,,,,,,,,
